ID,email,full_name,first_name,middle_name,last_name,phone,alternate_phone,whatsapp_number,dob,gender,marital_status,blood_group,nationality,mother_tongue,address_line1,address_line2,city,state,pincode,country_code,father_name,mother_name,spouse_name,num_children,family_members_in_mandal,education,profession,organization,designation,annual_income,gotra,nakshatra,rashi,kuldevi,native_place,previous_mandal,reference_member,skills,hobbies,volunteer_interests,languages_known,emergency_contact_name,emergency_contact_phone,emergency_contact_relation,medical_conditions,dietary_preference,role,createdAt,createdBy,modifiedAt,modifiedBy
11650438-a8d1-4502-8d97-8fca32b20952,tejas.modi35@gmail.com,Tejas Modi,Tejas,Dilipbhai,Modi,+918329644079,+919763782498,+918329644079,1983-10-20,male,married,B_pos,Indian,Gujarati,"313, University Road",Near Hospital,Rajkot,Gujarat,360006,055,Manish Hasmukh Modi,Komal Hasmukh Modi,Payal Modi,3,1,ssc,Stock Broker,Self Employed,General Manager,_3L_5L,Jambu,Magha,Mithun,Chamunda Devi,Bhavnagar,,Rohan Lodha,"Financial Planning, Event Management","Cycling, Swimming, Cricket","Transportation, Sports Events, Event Organization","English, Marathi, Hindi, Sanskrit",Jayesh Modi,+917696846464,Mother,Diabetes,jain,member,2023-03-25T18:30:00.000Z,system,2023-02-14T18:30:00.000Z,system
11650439-e9a3-4838-8aee-b5c8c2709f62,vaibhav.gandhi36@gmail.com,Vaibhav Gandhi,Vaibhav,Girishbhai,Gandhi,+919014406658,+917833293142,+919014406658,1993-11-18,male,married,O_neg,Indian,Gujarati,"198, Kalavad Road",Near Market,Rajkot,Gujarat,360007,055,Deepak Hasmukh Gandhi,Priya Jayanti Gandhi,Hetal Gandhi,2,0,hsc,Jeweller,Self Employed,Supervisor,above_25L,Gautam,Revati,Kark,Momai Mata,Taranga,,Deepak Zaveri,"Cooking, Event Management, Project Management","Cycling, Cricket, Garba, Gardening",Registration,"Marathi, Hindi, Sanskrit",Ketan Gandhi,+917953645978,Sister,None,jain,member,2023-03-01T18:30:00.000Z,system,2023-02-24T18:30:00.000Z,system
11650440-52c0-40ec-a051-ebefbe4396cb,yash.dalal37@gmail.com,Yash Dalal,Yash,Vinubhai,Dalal,+919791559885,,+919791559885,1984-06-11,male,married,B_pos,Indian,Gujarati,"220, Kalawad Road",Near Jain Derasar,Rajkot,Gujarat,360003,055,Mihir Bipin Dalal,Payal Lalit Dalal,Nisha Dalal,1,4,other,Architect,Reliance Industries,Executive,above_25L,Kashyap,Krittika,Mesh,Bhavani Mata,Shankheshwar,,Jayesh Modi,"Video Editing, Event Management, Social Media Marketing, Graphic Design","Garba, Cricket",Logistics,"Rajasthani, Marathi, Sanskrit",Nilesh Dalal,+917476131010,Sister,Allergies - dust,jain,member,2023-10-10T18:30:00.000Z,system,2024-06-11T18:30:00.000Z,system
11650441-ecb1-4c2e-814d-30641293f9df,harsh.kothari38@gmail.com,Harsh Kothari,Harsh,Lalitbhai,Kothari,+917804507108,+917367709135,+917804507108,1998-09-08,male,widowed,AB_neg,Indian,Gujarati,"70, University Road",Near Market,Rajkot,Gujarat,360005,055,Mayank Ramesh Kothari,Swati Manu Kothari,,0,2,doctorate,Dentist,Self Employed,Coordinator,_3L_5L,Angirasa,Vishakha,Mesh,Khodiyar Mata,Mahuva,,Mukesh Chordia,"Public Speaking, Photography, Social Media Marketing, Event Management","Meditation, Badminton, Chess","Kitchen Management, Youth Mentoring, Photography","Gujarati, English",Sanjay Kothari,+918454049402,Uncle,Diabetes,jain,member,2023-04-21T18:30:00.000Z,system,2024-12-13T18:30:00.000Z,system
11650442-eb4c-41fb-bb0b-96ecc6c8059d,mihir.nahar39@gmail.com,Mihir Nahar,Mihir,Chandrakantbhai,Nahar,+917856716405,+918355473709,+917856716405,1981-12-18,male,married,O_pos,Indian,Gujarati,"309, Kalavad Road",Near Garden,Rajkot,Gujarat,360003,055,Kamlesh Raju Nahar,Urvi Raju Nahar,Vaishali Nahar,3,3,graduate,Real Estate Developer,HDFC Bank,General Manager,_3L_5L,Jambu,Ashlesha,Vrishabh,Sachiya Mata,Viramgam,,Amit Lodha,"Financial Planning, Music, Project Management","Cooking, Swimming, Music","Kitchen Management, Social Media","Sanskrit, Marathi",Mukesh Nahar,+919342794700,Brother,None,jain,member,2022-03-23T18:30:00.000Z,system,2023-12-02T18:30:00.000Z,system
11650443-b9b7-4882-a688-8b48dc719497,neha.lodha40@gmail.com,Neha Lodha,Neha,Kantibhai,Lodha,+918179206294,+917246351029,+918179206294,1999-07-06,female,single,O_pos,Indian,Gujarati,"61, Raiya Road",Near Hospital,Rajkot,Gujarat,360005,055,Sagar Raju Lodha,Nidhi Chandrakant Lodha,,0,2,other,Textile Trader,TCS,Proprietor,_1L_3L,Kuthumb,Bharani,Mithun,Ambika Devi,Kumbharia,,Gaurav Jhaveri,"Video Editing, Teaching, Public Speaking","Yoga, Chess, Photography, Cooking","Accounts, Kitchen Management","Hindi, Marathi, English, Sanskrit",Aniket Lodha,+919789842140,Brother,Thyroid,jain,member,2022-01-27T18:30:00.000Z,system,2023-07-10T18:30:00.000Z,system
11650444-f0e6-4bd2-9705-dc02696f9ed1,swati.bhandari41@gmail.com,Swati Bhandari,Swati,Rameshbhai,Bhandari,+917526723719,,+917526723719,1988-12-23,female,single,O_neg,Indian,Gujarati,"159, Jamnagar Road",Near Garden,Rajkot,Gujarat,360006,055,Nirav Girish Bhandari,Chetna Ashok Bhandari,,0,1,diploma,Doctor,SBI,General Manager,prefer_not_to_say,Bharadwaj,Jyeshtha,Dhanu,Bhavani Mata,Mandvi,,Ketan Mehta,"Project Management, Sports Coaching, Leadership, Financial Planning","Music, Meditation, Cricket",Stage Decoration,"Prakrit, Sanskrit",Paresh Bhandari,+918550038771,Spouse,None,jain,member,2023-07-19T18:30:00.000Z,system,2023-05-13T18:30:00.000Z,system
11650445-2311-4387-bc5b-0fa7a10a850f,meera.chheda42@gmail.com,Meera Chheda,Meera,Dineshbhai,Chheda,+918361623473,+918932625737,+918361623473,1985-08-15,female,married,AB_neg,Indian,Gujarati,"483, Jamnagar Road",Near Bus Stand,Rajkot,Gujarat,360007,055,Kamlesh Chandrakant Chheda,Nisha Jayanti Chheda,Kamlesh Chheda,1,2,other,Surgeon,ONGC,Consultant,_5L_10L,Angirasa,Anuradha,Mesh,Ambika Devi,Idar,,Kamlesh Kapadia,"Photography, Project Management","Cooking, Music","Kitchen Management, Registration","Rajasthani, Marathi",Tushar Chheda,+917537602307,Uncle,None,vegetarian,member,2023-07-01T18:30:00.000Z,system,2023-04-06T18:30:00.000Z,system
11650446-88f0-4c93-86ce-917d36bdbf79,meera.jhaveri43@gmail.com,Meera Jhaveri,Meera,Bharatbhai,Jhaveri,+917348849508,,+917348849508,1981-04-09,female,widowed,AB_pos,Indian,Gujarati,"55, Pedak Road",Near School,Rajkot,Gujarat,360007,055,Rohan Raju Jhaveri,Kajal Pravin Jhaveri,,0,3,doctorate,Stock Broker,GAIL,Senior Engineer,above_25L,Atri,Uttara Ashadha,Simha,Bahuchar Mata,Kumbharia,Mumbai JYM,Ravi Jhaveri,"Music, Event Management, Project Management","Yoga, Photography","Accounts, Sports Events","English, Marathi",Jayesh Jhaveri,+918342531599,Uncle,None,jain,member,2022-12-20T18:30:00.000Z,system,2024-02-13T18:30:00.000Z,system
11650447-960c-4a25-aa7c-7ce30f98405b,dhara.kapadia44@gmail.com,Dhara Kapadia,Dhara,Hasmukhbhai,Kapadia,+917415802902,,+917415802902,1986-04-27,female,married,O_pos,Indian,Gujarati,"24, Pedak Road",Near Garden,Rajkot,Gujarat,360007,055,Jitesh Lalit Kapadia,Komal Manu Kapadia,Paresh Kapadia,2,3,post_graduate,Teacher,ONGC,Chief Financial Officer,_5L_10L,Gautam,Vishakha,Dhanu,Bahuchar Mata,Unjha,,Hiten Dalal,"Video Editing, Cooking","Meditation, Gardening, Painting","Event Organization, Sports Events","Sanskrit, Marathi, Prakrit",Vivek Kapadia,+919305069227,Father,Asthma,jain,member,2022-05-18T18:30:00.000Z,system,2023-09-28T18:30:00.000Z,system
11650448-a3ba-4267-91ab-979445117749,urvi.shroff45@gmail.com,Urvi Shroff,Urvi,Nareshbhai,Shroff,+917315816454,,+917315816454,1992-12-11,female,married,AB_pos,Indian,Gujarati,"363, University Road",Near Hospital,Rajkot,Gujarat,360002,055,Nirav Bharat Shroff,Urvi Jayanti Shroff,Mahesh Shroff,3,4,graduate,Jeweller,Excel Industries,Chief Financial Officer,_1L_3L,Jambu,Purva Bhadrapada,Mithun,Chamunda Devi,Dholka,,Sanjay Bhandari,"Public Speaking, Financial Planning","Cooking, Swimming, Photography, Music","Stage Decoration, Youth Mentoring","Hindi, English, Marathi, Rajasthani",Kamlesh Shroff,+918687727081,Spouse,None,vegetarian,member,2022-12-11T18:30:00.000Z,system,2024-06-03T18:30:00.000Z,system
11650449-b81b-4d49-aef2-efac0d7e8810,kajal.oswal46@gmail.com,Kajal Oswal,Kajal,Arvindbhai,Oswal,+919955124970,+919563707272,+919955124970,1993-10-19,female,married,AB_pos,Indian,Gujarati,"396, Pedak Road",Near Hospital,Rajkot,Gujarat,360006,055,Mihir Dilip Oswal,Nidhi Hasmukh Oswal,Paresh Oswal,0,1,graduate,Company Secretary,Family Business,Consultant,_1L_3L,Angirasa,Mrigashira,Kumbh,Chamunda Devi,Shatrunjay,,Chintan Soni,"Photography, Video Editing, Financial Planning","Badminton, Meditation, Travelling","Youth Mentoring, Accounts, Event Organization","Hindi, Marathi, Prakrit, English",Nirav Oswal,+919256907178,Sister,None,jain,member,2023-04-16T18:30:00.000Z,system,2024-06-29T18:30:00.000Z,system
11650450-0c55-4055-b792-3f0ec74c9543,shruti.soni47@gmail.com,Shruti Soni,Shruti,Nareshbhai,Soni,+917965796553,+918278244804,+917965796553,1993-05-22,female,married,B_neg,Indian,Gujarati,"26, Kalavad Road",Near Railway Station,Rajkot,Gujarat,360003,055,Rajesh Ramesh Soni,Kajal Ashok Soni,Jayesh Soni,3,2,diploma,Bank Manager,Gujarat Gas,Lead,_10L_25L,Bharadwaj,Mula,Kumbh,Amba Mata,Dhrangadhra,,Rohan Zaveri,"Public Speaking, Graphic Design, Project Management","Cooking, Photography","Registration, Accounts, Logistics","Prakrit, Marathi",Tushar Soni,+919413849014,Uncle,None,jain,member,2022-04-22T18:30:00.000Z,system,2024-09-22T18:30:00.000Z,system
11650451-cd23-4e87-8a3e-245767bb9285,tanvi.turakhia48@gmail.com,Tanvi Turakhia,Tanvi,Rameshbhai,Turakhia,+919925697292,+917022254113,+919925697292,1984-07-05,female,widowed,B_pos,Indian,Gujarati,"253, 150 Feet Ring Road",Near Bus Stand,Rajkot,Gujarat,360006,055,Ravi Raju Turakhia,Shruti Manu Turakhia,,0,1,diploma,Architect,Torrent Power,Head of Department,_10L_25L,Atri,Uttara Ashadha,Mesh,Ambika Devi,Dabhoi,,Sanjay Chheda,"Project Management, Sports Coaching, Public Speaking, Financial Planning","Gardening, Cycling, Yoga",Social Media,"Hindi, Rajasthani, English",Mahesh Turakhia,+917039802179,Brother,Asthma,jain,member,2022-10-19T18:30:00.000Z,system,2024-04-10T18:30:00.000Z,system
11650452-fe57-4fd6-bb1c-cb2bf5373f45,kajal.ajmera49@gmail.com,Kajal Ajmera,Kajal,Kantibhai,Ajmera,+918971022633,+917799718923,+918971022633,1987-04-16,female,single,AB_neg,Indian,Gujarati,"61, Aji Dam Road",Near Temple,Rajkot,Gujarat,360005,055,Amit Dinesh Ajmera,Vaishali Girish Ajmera,,0,0,ssc,Real Estate Developer,Adani Group,Specialist,prefer_not_to_say,Angirasa,Revati,Tula,Amba Mata,Bhavnagar,,Jitesh Soni,"Leadership, Event Management, Financial Planning","Photography, Cooking",Event Organization,"Sanskrit, Hindi, Prakrit",Tushar Ajmera,+918415729895,Brother,None,jain,member,2023-11-01T18:30:00.000Z,system,2024-01-04T18:30:00.000Z,system
